,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,RMSE,iterations,CPU_time,score,well,protocol,sweep
38,0.0019689535628759957,0.05412167265428486,2.9785694699208773e-05,0.04873401118646038,0.09600042716875075,0.023112493328561967,0.006840939288527,0.03138868111959226,0.15790417600186857,2609.6319678324867,1700,5519.475566278,2609.6319678324867,3,wangbrute3gstep,-1
39,0.001968592678680107,0.05413305682319366,2.9805620517912034e-05,0.04872617337452181,0.09601540045809516,0.023104975335228102,0.006843102720294571,0.03139912685971901,0.15787595852670278,2605.9361215806016,1325,4371.679992083002,2605.9361215806016,5,wangbrute3gstep,-1
40,0.0015660518490836924,0.07931198129242233,2.223115360328198e-05,0.05117152357496563,0.0959767583210748,0.023932299294022998,0.007052065853635005,0.03133535536784343,0.1548236361109967,718.9105895533048,1529,3548.3488902149984,718.9105895533048,8,sis,-1
41,0.0015669379028313152,0.0793089117838841,2.2190422924941114e-05,0.05119090506855391,0.09598769641437246,0.02394942877683157,0.007054094140969446,0.031302766522386255,0.15483518164864601,719.8350761029318,1483,3383.8788239819987,719.8350761029318,7,sis,-1
42,0.0015663375181373985,0.07928757325163052,2.2167193251109495e-05,0.05120206323332389,0.09598703434323068,0.023935503500454564,0.007052038236382574,0.0313139676723567,0.15487068229237963,719.5676281925531,1815,3994.590900784,719.5676281925531,6,sis,-1
43,0.0015675800856780754,0.07933639039971618,2.216008555015039e-05,0.05119959136083861,0.09597177235240877,0.023948876536961913,0.0070582360950701434,0.0313022313141719,0.15476202008150788,720.6056958970031,3364,7609.158965357001,720.6056958970031,9,sis,-1
44,0.0015680977373286554,0.07931055112343359,2.2173948432287153e-05,0.05120088604090545,0.09593334587247877,0.02393546524332399,0.007048927709115616,0.03131899447449601,0.15484676167704153,721.8140742477121,1395,2944.458948779,721.8140742477121,1,sis,-1
45,0.0015680057445585118,0.0793563005116285,2.2205330967254188e-05,0.05118118383037425,0.0959593379334627,0.023951666795707267,0.007052917013821173,0.031312473293625104,0.15476704961914498,718.7755002120849,1560,3494.326429194,718.7755002120849,4,sis,-1
46,0.0015675535643808055,0.07930066564367422,2.2203176911635075e-05,0.051177921438785884,0.09594395948828137,0.023934722307865357,0.0070548621974177,0.03132951629979639,0.15473585860719724,721.3703514578084,1804,4018.7276407259997,721.3703514578084,0,sis,-1
47,0.0015683740669619499,0.07933829427383111,2.2189934707397867e-05,0.051191908453872545,0.0959478734345972,0.023951810427531566,0.007047854696428007,0.03130429578733186,0.15486053258006,722.202755041298,1806,3944.2297717420006,722.202755041298,2,sis,-1
48,0.0015678935920432795,0.07933809113959835,2.2207982779610807e-05,0.051181883996572364,0.0959902901628702,0.023942145026250524,0.007054390578373558,0.03131544523995768,0.15483651668095494,723.5634562059681,2070,4554.680746946,723.5634562059681,3,sis,-1
49,0.0015674714343416087,0.07934602798686723,2.221589546930884e-05,0.05118398035234278,0.0959743572688172,0.023954179440811955,0.007050076821350319,0.031309381788226925,0.15486379195630057,720.6325931922839,1759,3869.7861272300006,720.6325931922839,5,sis,-1
